Wèi Chǎngzé
Wei Qingwei
Wei Wuxian
Wei Wuxian (hinted)
Wei Ying | Wei Wuxian
Wèi Yīng | Wèi Wúxiàn
Wèi Yīng | Wèi Wúxiàn - Freeform
Wēn Cháo
Wen Chao (Modao Zushi)
Wēn Cháo (Módào Zǔshī)
Wen Kexing
Wen Ning
Wen Ning | Wen Qionglin
Wēn Níng | Wēn Qiónglín
Wēn Qíng
Wen Qing (Modao Zushi)
Wēn Qíng (Módào Zǔshī)
Wēn Remnants (Módào Zǔshī)
Wēn Ruòhán
Wēn Xù
Wēn Xù (Módào Zǔshī)
Wen Yuan
Wēn Zhúliú
Wesley Wyndam-Pryce
Willow Rosenberg
Winifred Burkle
Winry Rockbell
Xander Harris
Xiao Xingchen
Xiǎo Xīngchén
Xie Lian (Tian Guan Ci Fu)
Xue Meng (The Husky and His White Cat Shizun)
Xue Meng | Xue Ziming
Xue Yang | Xue Chengmei
Xuē Yáng | Xuē Chéngměi
Yami Bakura
Yami Malik
Yami Yuugi
Yami Yuugi | Atem
Yan Zhengming
Yasha (Critical Role)
Yeine Darr Arameri
Yiling Laozu - Character
Yínzhū (Módào Zǔshī)
Yú Zǐyuān
Yue Qingyuan
Yuè Qīngyuán
Yúnmèng Jiāng Disciple(s) (Módào Zǔshī)
Yuuki Juudai | Jaden Yuki
Zake Brighthand
Zhou Zishu
Zigfried von Schroeder
Wei Ying
A-Qing (Modao Zushi)
Ā-Qìng (Módào Zǔshī)
Aaron Burr
Achilles (Song of Achilles)
Additional Characters
Adrian Harris
Adrien Agreste | Chat Noir
Ahiru | Duck
Aiden Kane
Aino Minako
Aizawa Shouta | Eraserhead
Ajewen Cheris
Akhenamkhanen
Alan Deaton
Alan Ryves
Alexander Hamilton
"Alexei ""Tater"" Mashkov"
Alicia Florrick
Alicia Zimmermann
Allen Francis Doyle
Allison Argent
AM (I Have No Mouth and I Must Scream - Harlan Ellison)
Amos Burton
Angel
Angel (BtVS)
Angelica Schuyler
Angelus
Angelus (BtVS)
Anne Steele
Anthony Greendown
Aral Vorkosigan
Ariane Emory II
Artemis (Sailor Moon)
Arthur Pendragon
Arthur Pendragon (Merlin)
Arya Stark
"Ashara ""Shara"" Komayd"
Ashe Foreth rem ir Osboth
Atem (Yu-Gi-Oh)
Augustine the First (Locked Tomb Trilogy)
Aventurine (Honkai: Star Rail)
Bai Gungun
Bakugou Katsuki
Bakura Ryou
Ballister Blackheart
Bangtan Boys | BTS Ensemble
Baoshan Sanren
Bàoshān Sǎnrén
Baru Cormorant
Ben (I Have No Mouth and I Must Scream - Harlan Ellison)
Beauregard (Critical Role)
Billy Mays
Blue Saphir
Bob Zimmermann
Brat Sapnap (Video Blogging RPF)
Bruce Banner
Buffy Summers
Caduceus Clay
Caleb Widogast
Cángsè Sǎnrén
Cargo Ship Bot (Murderbot Diaries)
Cargo Transport Bot (Murderbot Diaries)
Cassie (Animorphs)
Catlin AC-7892 II
CEO (SoftBank)
Charles Gunn
Chell (Portal)
Cheng Qian (Liu Yao)
Chiba Mamoru
Chu Wanning
Cindi Mayweather
Class 1-A (My Hero Academia)
Clay | Dream (Video Blogging RPF)
Clint Barton
Colleen Wing
Connor (AtS)
Cordelia Chase
Cyril Figgis
Da Qing (Guardian)
Damen (Captive Prince)
Damon Salvatore
Dana Scully
Danny Rand
Daos Ceit
Darcy Lewis
David (Animorphs)
David's father
Derek Sagan
Deucalion
Dong Hua (Three Lives Three Worlds)
Dot (Dot and the Line)
Dr. Ratio (Honkai: Star Rail)
Drusilla (BtVS)
Edward Elric
"Elizabeth ""Eliza"" Schuyler"
Elyan (Merlin)
Ereshkigal
"Eric ""Bitty"" Bittle"
Ettin Gwarha
Eric Bittle
Erica Reyes
Erich von Stalhein
Erin Fray
Eris (Astronomy)
Eve (AtS)
Fairy (Módào Zǔshī)
Faith Lehane
Fakir (Princess Tutu)
Fall-from-Grace
Fjord (Critical Role)
Florian (Westmark)
Florian AF-9979 II
Fourth Uncle (Módào Zǔshī)
Frank Castle
Fray
Freya (Merlin)
Frumpkin (Critical Role)
Fudou Yuusei
Garach Jedao Shkan
Geoffrey of Monmouth (Merlin)
George Washington
GeorgeNotFound (Video Blogging RPF)
Gideon Nav
Gilbert du Motier Marquis de Lafayette
GLaDOS
Granny Wēn (Módào Zǔshī)
Grant ALX-972
Green Esmeraude
Grumman (Fullmetal Alchemist)
Gu Mang (Remnants of Filth)
Gwaine
Gwaine (Merlin)
Gwen (Merlin)
Hagakure Tooru
Hagen von Tronje
Harold Finch
Harrowhark Nonagesimus
Harvard Lee
Hawk (Hawk & Fisher)
Helmut Zemo
Hemiola (Machineries of Empire)
Herta (Honkai: Star Rail)
Hino Rei
Honda Hiroto | Tristan Taylor
Honinbou Jouwa
Honinbou Shuusaku
Ianthe Tridentarius
Ichiriki Ryo
Iida Tenya
Illyria (AtS)
Inesser (Machineries of Empire)
Insector Haga | Weevil Underwood
Irina (Spinning Silver)
Isaac Lahey
Ishtar
Isobel Fisher
Itempas (Inheritance Trilogy)
Iyama Yuuta
Jack Zimmermann
Jackson Whittemore
Jarvis (Iron Man movies)
Jade (Honkai: Star Rail)
James 'Jamie' Crawford
"James ""Biggles"" Bigglesworth"
"James ""Biggles"" Bigglesworth & Erich Von Stalhein"
"James ""Bucky"" Barnes"
James Potter
Jedao the Calico Cat (Machineries of Empire)
Jedao Two (Machineries of Empire)
Jennifer Blake
Jeon Jungkook
Jessica Jones
Jester Lavorre
Jesus Christ
jiang Chang
Jiang Cheng
Jiang Cheng | Jiang Wanyin
Jiāng Chéng | Jiāng Wǎnyín
Jiāng Chéng | Jiāng Wǎnyín - Freeform
Jiāng Family (Módào Zǔshī)
Jiāng Fēngmián
Jiang Wanyin
Jiang Yanli
Jiāng Yànlí
Jiāng Yànlí - Freeform
Jīn Guāngshàn
Jin Ling | Jin Rulan
Jīn Líng | Jīn Rúlán
Jin Zixuan
Jīn Zǐxuān
Jin Zixun
Jīnzhū (Módào Zǔshī)
John Gaius | Necrolord Prime
John Laurens
John Reese
Jon Snow
Jouno (Yu-Gi-Oh)
Jounouchi Katsuya | Joey Wheeler
Joy Meachum
Joyce Summers
Jung Hoseok | J-Hope
Justin Warrick
Kaiba Seto
Kalinda Sharma
Karen Page
Karli Morgenthau
Kate Lockley
Katherine Pierce
Kawai Shizuka | Serenity Wheeler
Kel Cheris
Kel Khiruev
Kel Ragath
"Kent ""Parse"" Parson"
"Kent ""Parse"" Parson/omc"
Kent Parson/OMC
Kim Namjoon | RM
Kim Seokjin | Jin
Kim Taehyung | V
Kino Makoto
Konstantin Bothari
Kujaku Mai | Mai Valentine
Kujen (Machineries of Empire)
Lady Maestra
Lan Huan
Lan Huan | Lan Xichen
Lán Huàn | Lán Xīchén
Lan Jingyi
Lán Jǐngyí
Lan Jingyi - Freeform
Lan Qiren
Lán Qǐrén
Lan ShiZhui
Lan Wangji
Lan Xichen
Lan Yuan
Lan Yuan | Lan Sizhui
Lán Yuàn | Lán Sīzhuī
Lan Zhan
Lan Zhan | Lan Wangji
Lán Zhàn | Lán Wàngjī
Lan Zhan | Lan Wangji/Wei Ying | Wei Wuxian
Lán Zhàn | Lán Wàngjī/Wèi Yīng | Wèi Wúxiàn
Lana Kane
Lancelot (Merlin)
Lancelot du Lac
